label,clean_text,URL,EMAIL,PHONE,msg_len
0,able sleep,0,0,0,24
0,going ride bike,0,0,0,37
0,ard lor ok message lor,0,0,0,37
1,wellness profile health checkup thyrocare covers heart thyroid kidney liver diabetes wellness tests home service disc,0,0,1,164
0,dear take care reaching home love lot,0,0,0,54
0,hui xin da lib,0,0,0,21
0,sleeping surfing,0,0,0,26
0,ok least armand still around,0,0,0,39
0,also knows lunch menu da know,0,0,0,48
0,pls pls drink plenty plenty water,0,0,0,37
0,goodmorning today late hrs back pain,0,0,0,60
0,hey thk juz go accordin wat discussed yest lor except kb sun cos nt much lesson go attend kb sat,0,0,0,141
0,hi ard christmas enjoy merry mas,0,0,0,57
0,great attracts brothas,0,0,0,43
1,rodger burns msg tried call reply sms free nokia mobile free camcorder please call delivery tomorrow,0,0,1,172
0,host based idps linux systems,0,0,0,34
0,nothing spl wat abt whr ru,0,0,0,34
0,huh early dinner outside izzit,0,0,0,50
0,hope everything fine,0,0,0,53
0,hurry home big butt hang last caller food done starving ask cooked,0,0,0,120
0,might want pull case plan spending much confidence derek taylor money management,0,0,0,157
0,sorry dude dont know forgot even dan reminded sorry hope guys fun,0,0,0,93
0,many many happy returns day dear sweet heart happy birthday dear,0,0,0,74
0,anyone calling mobile co asks type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card,0,0,0,185
0,man carlos definitely coming mu tonight excuses,0,0,0,66
0,aiyah sorry lor watch tv watch forgot check phone,0,0,0,68
0,haiyoh maybe hamster jealous million,0,0,0,51
0,could read love answered,0,0,0,47
0,switch fone dammit,0,0,0,35
0,hai priya right doctor said pa,0,0,0,60
0,sorry need wait,0,0,0,21
0,nothing,0,0,0,15
0,wen ur lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv,0,0,0,144
0,jus finish watching tv,0,0,0,28
0,oops thk dun haf enuff go check tell,0,0,0,54
0,friendship poem dear dear near hear dont get fear live cheer tear always dear good morning,0,0,0,132
0,kay since already,0,0,0,31
0,remember ask alex pizza,0,0,0,36
0,purity friendship two smiling reading forwarded message smiling seeing name happy friendship day,0,0,0,155
0,da stupid da always sending like believe message pandy mental,0,0,0,102
0,get unless guys want come time sooner,0,0,0,69
0,gram usually runs like lt gt half eighth smarter though gets almost whole second gram lt gt,0,0,0,124
1,sunshine quiz wkly win top sony dvd player know country liverpool played mid week txt ansr,0,0,0,120
0,send print outs da,0,0,0,26
0,lovely night wake see message hope smile knowing great morning,0,0,0,128
0,headin towards busetop,0,0,0,22
0,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,0,0,0,159
0,heart empty without love mind empty without wisdom eyes empty without dreams life empty without frnds,0,0,0,120
0,thanx,0,0,0,8
0,tension ah machi problem,0,0,0,34
0,ur lecture,0,0,0,19
0,use soc use home dunno type word ar,0,0,0,82
0,aiyar hard type later free tell call scold tell,0,0,0,74
1,apple id buxcx gbvwwccod final notification apple due expire today prevent confirming apple id apple inc,1,0,0,159
0,probably eat today think gonna pop weekend miss,0,0,0,94
0,searching good dual sim mobile pa,0,0,0,46
0,sure take sick time,0,0,0,34
0,increase chance winning,0,0,0,43
0,gonna get deus ex,0,0,0,23
0,get ok,0,0,0,30
1,please complete registration process using service code tid,0,0,1,88
0,lasting much hours might get lucky,0,0,0,57
1,eerie nokia tones rply tone title eg tone dracula pobox wq,0,0,0,107
0,one stalk profiles,0,0,0,45
1,songs www music nokia com download free tracks nokia music store download,1,0,0,149
0,impossible argue always treats like sub like never released remind necessary,0,0,0,154
0,yep pretty sculpture,0,0,0,28
0,sorry call later go somewhere,0,0,0,46
0,trust even,0,0,0,41
0,ok lar sleep early nite,0,0,0,41
1,winner specially selected receive cash holiday flights inc speak live operator claim,0,0,1,146
0,jst change tat,0,0,0,25
0,stop however suggest stays someone able give ors every stool,0,0,0,111
0,call plz number shows coveragd area urgnt call vasai amp reach clock call plz,0,0,0,139
0,thk dun haf hint forum already lor cos told ron darren going tell shuhui,0,0,0,96
0,sure night menu know noon menu,0,0,0,63
0,good sleep rhythm person establish rhythm body learn use want know,0,0,0,127
0,project frens lor,0,0,0,26
0,sorry work,0,0,0,25
0,right think,0,0,0,45
1,link picture sent also use,1,0,0,96
0,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish find today good morning,0,0,0,158
1,congrats mobile videophones call videochat wid ur mates play java games dload polyph music noline rentl bx ip,0,0,1,160
0,see swing bit got things take care firsg,0,0,0,79
1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends tone reply hl info,0,0,0,147
0,sent de webadres geting salary slip,0,0,0,42
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem,0,0,0,92
0,cant pick phone right busy,0,0,0,42
0,ne thing interesting good birthday wrking nxt started uni today,0,0,0,106
0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,0,0,0,274
0,coming day class,0,0,0,32
0,oz guy kinda flaky one friend interested picking lt gt worth tonight possible,0,0,0,115
0,reached home tired talk tomorrow,0,0,0,74
0,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand enjoy,0,0,0,130
0,got back dislikes bed,0,0,0,49
0,nervous lt gt,0,0,0,26
0,way office da,0,0,0,25
0,tmr timin still da wat cos got lesson,0,0,0,55
0,hiya probably coming home weekend next,0,0,0,47
0,tomarrow final hearing laptop case cant,0,0,0,51
0,ya even cookies jelly,0,0,0,40
1,dear daf ne customer winner guaranteed caller prize final attempt contact claim call,0,0,1,149
0,idea guess work hour supposed leave since usual nobody interest figuring shit last second,0,0,0,157
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please try bullshit makes want listen less,0,0,0,290
1,valued vodafone customer computer picked win prize collect easy call,0,0,1,134
1,new voicemail please call,0,0,1,50
0,need buy lunch eat maggi mee,0,0,0,47
0,hows champ leaving glasgow,0,0,0,36
0,thank god bed,0,0,0,26
0,happy sad one thing past good morning,0,0,0,74
0,hey gals anyone going driving centre tmr,0,0,0,58
1,urgent trying contact last weekends draw shows prize guaranteed call claim code valid hrs pm,0,0,1,148
1,camera awarded sipix digital camera call fromm landline delivery within days,0,0,1,104
0,done,0,0,0,11
0,sorry able get see morning,0,0,0,61
0,see,0,0,0,41
0,jordan got voted last nite,0,0,0,31
0,house maid murderer coz man murdered th january,0,0,0,72
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,0,0,0,136
0,yeah quite bit left swing tomorrow get,0,0,0,67
0,fyi taking quick shower epsilon like lt gt min,0,0,0,68
0,hours went hair cut,0,0,0,39
0,town alone,0,0,0,16
0,sure mean get made hold weed,0,0,0,69
0,great escape fancy bridge needs lager see tomo,0,0,0,66
0,trip ok quite tiring lor uni starts today ok cos taking modules jus concentrating final yr project,0,0,0,147
0,sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0,0,0,84
0,neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei got lot work ar,0,0,0,148
0,serious money base,0,0,0,38
1,reminder downloaded content already paid goto mymoby tv collect content,1,0,0,127
0,cancelled yeah baby well sounds important understand darlin give ring later fone love kate,0,0,0,129
0,hello peach cake tasts lush,0,0,0,32
0,missed call cause yelling scrappy miss wait come home lonely today,0,0,0,108
0,hi always online yahoo would like chat someday,0,0,0,70
1,hold paytm amount sometime complete paytm kyc paytm office ph,0,0,1,96
0,dont pack buy store like cereals must pack food pack gari something ja miss,0,0,0,123
1,sms auction brand new nokia auction today auction free join take part txt nokia hg suite lands row hl,0,0,0,149
0,sindu got job birla soft,0,0,0,30
1,gift vouchers week starting call,0,0,1,73
1,emi till possession today group noida exprsway offer upon life time offer br sft rs pm sample appt ready min amity,0,0,1,153
0,hey morning come ask pa,0,0,0,41
1,december mobile mths entitled update latest colour camera mobile free call mobile update co free,0,0,1,157
0,sorry grocers,0,0,0,27
0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell saved asked hw cn run fast boy replied boost secret energy instantly girl shouted energy thy lived happily gthr drinking boost evrydy moral story hv free msgs gud ni,0,0,0,446
0,also family going rhode island wherever leaving alone week new bong gt,0,0,0,122
0,dear good morning feeling dear,0,0,0,38
1,know someone know fancies call find pobox ls hb,0,0,1,101
0,ok wait talk,0,0,0,44
1,free entry weekly comp send word enter cust care,0,0,1,122
0,nothing ever easy looking reason take risk life love,0,0,0,96
1,please call amanda regard renewing upgrading current mobile handset free charge offer ends today tel subject,0,0,0,161
0,mum repent,0,0,0,22
1,romca everyone around responding well presence since warm outgoing bringing real breath sunshine,0,0,0,147
1,free entry wkly comp win fa cup final tkts st may text fa receive entry question std txt rate apply,0,0,0,155
0,sucks got planned yo valentine yo valentine,0,0,0,94
0,yo jp hungry like mofo,0,0,0,37
0,haha yeah oz kind shitload,0,0,0,37
0,haha think,0,0,0,22
0,happy birthday may ur dreams come true,0,0,0,48
0,dont knw pa drink milk,0,0,0,34
0,surbhii dear,0,0,0,29
1,unsubscribed services get tons sexy babes hunks straight phone go subscriptions,1,0,0,142
0,guai shd haf seen naughty free today go jogging,0,0,0,82
0,ok thanks dats wonderful,0,0,0,26
1,free ringtone reply real,0,0,0,30
0,meant apology texting get drugs lt gt night,0,0,0,84
0,pls dont restrict eating anythin likes next two days,0,0,0,74
0,coming back dinner rite dad ask confirm wif,0,0,0,64
0,keeping away like,0,0,0,33
0,lmao nice,0,0,0,11
0,keep going never intention run choose rather keep room clean say visitors maybe best choice yes wanted embarassed maybe feel feel friend wants drop buy say happened morning tried everything know else,0,0,0,431
0,alright head minutes text meet,0,0,0,66
0,frnd necesity life imagine urself witout frnd hw feel ur colleg wat wth ur cell wat abt functions thnk abt events espe cared missed amp irritated wrd dear loving frnds wthout cant live jst takecare goodmorning,0,0,0,293
0,good evening good luck,0,0,0,32
0,wonder get text,0,0,0,33
0,sorry call later ok bye,0,0,0,29
0,way,0,0,0,12
0,hi msg office,0,0,0,26
0,went project centre,0,0,0,24
0,love cuddle want hold strong arms right,0,0,0,67
0,gumby special lt gt cheese pizza know doin tonight,0,0,0,95
1,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs,0,0,0,131
0,lmao fish memory need,0,0,0,45
0,worry finished march ish,0,0,0,53
0,beauty life next second hides thousands secrets wish every second wonderful ur life gud,0,0,0,133
0,bad girl still remember,0,0,0,39
0,turning phone moms telling everyone cancer sister stop calling hurts talk put see get home love,0,0,0,169
0,enjoy urself tmr,0,0,0,19
0,pls speak customer machan,0,0,0,34
0,plans yet,0,0,0,34
0,yes princess want please every night wish command,0,0,0,74
1,pl battle royale gilchrist vs warne today pm click ipl mobile stop mix alerts click,1,0,0,156
0,living simple loving also simple laughing simple winning tooo simple simple difficult,0,0,0,145
0,fran decided go way im completely broke knackered got bout mrw love janx dads fone credit,0,0,0,132
0,way going back,0,0,0,28
0,vl bcum difficult,0,0,0,27
0,great send account number,0,0,0,46
0,whos class,0,0,0,24
0,awesome text restocked,0,0,0,38
0,got arrested possession shit lt time gt pm,0,0,0,67
0,gonna go get tacos,0,0,0,28
1,update message user log verity login choose existing questions answers correctly click om tdmobile internet support team,1,0,0,186
1,customer service announcement recently tried make delivery unable please call schedule ref,0,0,1,153
0,sitting mu waiting everyone get suite take shower,0,0,0,80
0,gas station like block away house drive right since armenia ends swann take howard,0,0,0,132
0,anything lor let know,0,0,0,34
0,hurry weed deficient like three days,0,0,0,54
0,road cant txt,0,0,0,23
0,think da wil,0,0,0,23
1,urgent mobile awarded bonus caller prize nd attempt contact call box qu,0,0,0,144
0,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,0,0,0,210
0,aight thanks comin,0,0,0,41
0,still playing gautham,0,0,0,35
0,daddy bb,0,0,0,25
0,wat makes people dearer bcoz happiness dat feel meet bcoz pain feel miss dem,0,0,0,138
1,englishvocabulary ululate mourn loudly shrilly ad unlimited free calls mobile try today share wid frnd,1,0,0,151
0,yeah fact asked needed anything like hour ago much,0,0,0,86
0,boy best get yo ass quick,0,0,0,38
1,secret admirer looking make contact find reveal thinks ur special call stopsms ppm,0,0,1,158
0,anyone calls treadmill say buy make sure working found ad craigslist selling lt gt,0,0,0,127
0,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand see happens,0,0,0,138
0,de call time ill tell,0,0,0,50
0,thank princess sexy,0,0,0,38
0,oh forwarded message thought send,0,0,0,62
0,dare change ring,0,0,0,27
0,office na,0,0,0,23
0,pls help tell sura expecting battery hont pls send message download movies thanks,0,0,0,139
0,gonna pick burger way home even move pain killing,0,0,0,108
0,tell drug dealer getting impatient,0,0,0,45
0,ok,0,0,0,9
1,freemsg today day ready horny live town love sex fun games netcollex ltd per msg,0,0,0,134
0,ding ya break fassyole blacko londn,0,0,0,47
0,alrite sam nic checkin ur number,0,0,0,68
0,life style garments account please,0,0,0,38
0,jot things want remember later,0,0,0,51
1,records indicate maybe entitled pounds compensation accident claim free reply claim msg stop txt stop,0,0,0,156
0,good movie ok leave hourish,0,0,0,61
0,horrible gal sch stuff come got mc,0,0,0,60
0,hmm ill think ok forgiven,0,0,0,56
0,nope juz work,0,0,0,28
1,cds congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs,0,0,0,165
0,trying reach without success,0,0,0,45
1,hi babe chloe smashed saturday night great weekend missing sp visionsms com text stop stop text,0,0,0,160
1,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub,0,0,1,158
0,meeting darren,0,0,0,21
0,dunno lei decide lor abt leona oops tot ben going msg,0,0,0,79
0,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya,0,0,0,229
0,ok lor go tog lor,0,0,0,28
0,thought could go dinner treat seem ok,0,0,0,60
1,swayamvara david hair swayamvara return ravana book david hair story reincarnation two swayamvaras years apart sees four lives knotted forever one rigid force ravana reborn,0,0,0,215
0,cant pick phone right pls send message anything urgent,0,0,0,72
0,walked hour show care wont believe im serious,0,0,0,77
1,guaranteed cash prize claim yr prize call customer service representative,0,0,1,127
0,noe da car later lar wearing shorts,0,0,0,77
0,lag sad part keep touch thanks skype,0,0,0,74
0,huh means computational science like dat one push,0,0,0,75
0,lol hot air balloon,0,0,0,39
0,mean almost done done wif sleeping tot going take nap yup send liao picking ard smth lor,0,0,0,141
0,cos want thing,0,0,0,30
0,ok every night take warm bath drink cup milk see work magic still need loose weight know,0,0,0,138
0,true passable get high score apply phd get years salary makes life easier,0,0,0,119
0,give everything want need actually could better yor got money get work get man pay rent even fill gas tank yes stressed depressed even call home thanksgiving cuz tell nothing,0,0,0,356
1,sparkling shopping breaks per person call visit,0,0,0,108
0,leaving soon little,0,0,0,45
0,yo parents gettin cash good news picked downstem,0,0,0,70
0,enjoy showers possessiveness poured ur loved ones bcoz world lies golden gift loved truly,0,0,0,133
0,movie theatre go watch unlimited movies pay,0,0,0,84
0,yes innocent fun,0,0,0,32
0,sir late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,0,0,0,372
1,mobile months entitled update latest colour mobiles camera free call mobile update co free,0,0,1,155
0,ok prob thanks,0,0,0,18
0,yes obviously eggs pert potato head speak soon,0,0,0,74
0,living simple loving also simple laughing simple winning tooo simple simple difficult hope understand gud night,0,0,0,170
0,nothing dinner us,0,0,0,45
0,mathews tait edwards anderson,0,0,0,38
0,dear free messages without recharge hi hi hi,0,0,0,62
0,thnx dude guys nite,0,0,0,28
0,boys made fun today ok problem sent one message fun,0,0,0,89
0,oh love soooo good hear omg missed much today sorry problems provider thank tming,0,0,0,154
1,secret admirer looking make contact find reveal thinks ur special call,0,0,1,145
0,nt joking seriously told,0,0,0,26
0,nvm going wear sport shoes anyway going late leh,0,0,0,75
0,anything lar,0,0,0,15
1,lost help,0,0,0,24
0,st andre virgil cream,0,0,0,24
0,already one guy loving,0,0,0,29
0,ok happen behave like,0,0,0,43
0,merry christmas babe love ya kisses,0,0,0,51
0,watching ajith film ah,0,0,0,23
0,usually take fifteen minutes respond yes question,0,0,0,72
0,thanks lovely wisheds rock,0,0,0,38
0,oh gei happend tron maybe ill dl,0,0,0,70
1,xmas iscoming ur awarded either cd gift vouchers free entry weekly draw txt music tnc,0,0,0,118
0,lol mad first woke gave,0,0,0,61
1,todays vodafone numbers ending selected receive award number matches call receive award,0,0,1,148
0,haha awesome couple times coming,0,0,0,63
0,anyway many good evenings,0,0,0,38
0,multiply numbers independently count decimal points division push decimal places like showed,0,0,0,126
0,talking bout early morning almost noon,0,0,0,66
0,castor need see something,0,0,0,44
0,necessarily respectful,0,0,0,29
0,yeah leave hour least sound,0,0,0,59
1,free st week nokia tone ur mob every week txt nokia zed pobox wq norm tone,0,0,0,118
0,chill another hrs could sleep pain surgical emergency see unfolds okay,0,0,0,112
0,repeat instructions wat road name ur house,0,0,0,61
0,need th campus atm could pick hour two,0,0,0,72
0,lol grins babe thanks thinking,0,0,0,62
0,thanks chikku gud nyt,0,0,0,29
0,jesus christ bitch trying give drugs answer phone,0,0,0,65
1,please call immediately urgent message waiting,0,0,1,81
1,current leading bid pause auction send customer care,0,0,1,90
0,whatever want know rules talk earlier week start happening showing responsibility yet every week bend rule way way whatever tired thia argument every week lt gt movie doesnt inlude previews still getting,0,0,0,375
0,cool text ready,0,0,0,31
0,sorry roommates took forever ok come,0,0,0,56
0,oops mum somerset bit far back tomo see soon,0,0,0,71
0,hi good mornin thanku wish,0,0,0,39
1,update xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange call mobileupd call optout,0,0,1,165
0,sad story man last week day wife nt wish parents forgot kids went work even colleagues wish entered cabin pa said happy day boss felt special askd lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came minuts latr wid cake wife parents kidz friends colleagues screaming surprise waiting sofa naked,0,0,0,588
1,someone contacted dating service entered phone fancy find call landline pobox tf,0,0,1,162
0,brother atlanta wish guys great semester,0,0,0,54
1,hear new divorce barbie comes ken stuff,0,0,0,78
0,convey regards best wishes,0,0,0,38
0,could ask carlos could get anybody else chip,0,0,0,67
0,love sushma love lot,0,0,0,29
0,lor change suntec wat time coming,0,0,0,46
0,yo come carlos soon,0,0,0,37
0,making dinner,0,0,0,25
0,nokia phone lovly,0,0,0,22
0,dude got haircut breezy,0,0,0,43
1,sms services inclusive text credits pls gotto login qxj unsubscribe stop extra charge help comuk cm ae,0,0,1,152
0,os called ubandu run without installing hard disk use os copy important files system give repair shop,0,0,0,161
1,win music gift vouchers every week starting txt word draw tscs skillgame winaweek age ppermesssubscription,0,0,0,159
0,send ur birthdate month year tel ur life partner name method calculation reply must,0,0,0,118
0,sorry call later meeting,0,0,0,36
1,please call immediately urgent message waiting,0,0,1,82
0,want come back beautiful necklace token heart thats give wife liking see one give dont call wait till come,0,0,0,220
1,please call customer service representative freephone pm guaranteed inr cash prize,0,0,0,146
1,made holidays fun buy hp pavilion notebook get kodak camera shoot share apply hp world woc rd,0,0,1,157
0,dad says hurry hell,0,0,0,26
1,romantic paris nights flights book next year call ts cs apply,0,0,0,95
0,dunno close oredi fan,0,0,0,45
0,aah bless arm,0,0,0,26
0,means still think teju,0,0,0,37
0,new theory argument wins situation loses person dont argue ur loved ones,0,0,0,95
1,new message please call,0,0,1,48
0,whenevr ur sad whenevr ur gray remembr im listn watevr wanna say jus walk wid little amp promise bring back ur smile,0,0,0,154
0,otherwise part time job tuition difficult,0,0,0,59
0,best ur driving tmr,0,0,0,31
0,got outta class gonna go gym,0,0,0,34
1,nokia get win free auction take part send nokia hg suite lands row jhl,0,0,0,150
0,xy going lunch,0,0,0,22
0,dont worry guess busy,0,0,0,30
0,special,0,0,0,23
0,great role model giving much really wish day miracle god reason everything must say wish knew dont looked since young still great day,0,0,0,245
1,todays voda numbers ending selected receive reward match please call quoting claim code standard rates apply,0,0,1,166
1,heard call rude chat private line cum,0,0,1,76
0,got call landline number asked come anna nagar go afternoon,0,0,0,106
1,uk break accommodationvouchers terms conditions apply claim mustprovide claim number,0,0,0,130
0,oops shower called hey parking garage collapsed university hospital see crazy stuff like happen,0,0,0,142
0,home ard wat time reach,0,0,0,36
0,miss much desparate recorded message left day listen hear sound voice love,0,0,0,159
0,like italian food,0,0,0,25
1,records indicate involved accident last years entitled claim compensation reply claim info stop opt,0,0,0,160
0,celebrate day else,0,0,0,29
0,yes really great bhaji told kallis best cricketer sachin world tough get,0,0,0,104
0,per request melle melle onnukoodi set callertune callers press copy friends callertune,0,0,0,135
0,ok talk later,0,0,0,20
0,gud mrng dear hav nice day well stay blessed,0,0,0,51
0,makes people dearer happiness feel meet pain feel miss,0,0,0,121
0,depends quality want type sent boye faded glory want ralphs maybe,0,0,0,107
0,plan pongal,0,0,0,26
0,sorry got late start way,0,0,0,41
0,take small dose tablet fever,0,0,0,37
0,shit surprised went spent evening french guy met town fooled around bit,0,0,0,137
0,cramps stopped going back sleep,0,0,0,35
0,nothing jus tot would ask cos ba gua went mt faber yest yest jus went already mah today going jus call lor,0,0,0,151
0,nt goin got somethin unless meetin dinner lor haha wonder go tis time,0,0,0,103
0,thought bout drink tap spile seven pub gas st broad st canal ok,0,0,0,111
0,spare power supplies,0,0,0,35
0,like shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,0,0,0,137
1,congratulations thanks good friend xmas prize claim easy call per minute bt national rate,0,0,1,157
1,chat date bt national rate min landlines,0,0,0,76
1,prize go another customer min polo ltd,0,1,0,95
0,hate call didnt accept even single call mine even messaged,0,0,0,104
0,printer cool mean groovy wine groovying,0,0,0,49
0,busy sunday date sunday litci,0,0,0,59
1,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ads,0,0,1,160
0,babe goes day sip cappuccino think love send kiss across sea,0,0,0,154
1,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sms,0,0,1,115
0,still checked dear,0,0,0,37
1,thanks vote sing along stars karaoke mobile free link reply sing,0,0,0,121
0,reading gud habit nan bari hudgi yorge pataistha ertini kano,0,0,0,65
0,yeah open chat click friend lists make list easy pie,0,0,0,75
0,sent lanre fakeye eckankar details mail box,0,0,0,54
1,urgent mobile number awarded prize guaranteed call land line claim valid hrs,0,0,1,136
1,please call immediately urgent message waiting,0,0,1,82
1,tried call reply sms video mobile mins unlimited text free camcorder reply call,0,0,1,136
0,good afternoon boytoy feeling today better hope good boy obedient slave please queen,0,0,0,153
0,home come within min,0,0,0,43
0,prefer free days tues wed fri oso ask workin lor,0,0,0,76
1,hold paytm amount sometime complete paytm kyc paytm office ph,0,0,1,96
0,package programs well,0,0,0,30
0,ok ill send lt decimal gt ok,0,0,0,45
0,hey fancy meetin cha hav lil beverage txt ring meet quite tired got pist love pete,0,0,0,161
0,thanks hope good day today,0,0,0,45
1,urgent dear fl pkart customer trying contact last weekends draw shows rs prize guaranteed call claim code valid hrs,0,0,1,182
1,double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd call optout hf,0,0,1,151
0,gudnite tc sweet dreams,0,0,0,28
1,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max mins,0,0,1,162
1,want new video handset anytime network mins half price line rental camcorder reply call delivery tomorrow,0,0,1,146
0,received,0,0,0,16
0,yeah able text ready meet,0,0,0,65
0,av new number wil use one ta,0,0,0,49
0,please da call mistake side sorry da pls da goto doctor,0,0,0,72
0,yes ammae life takes lot turns sit try hold steering,0,0,0,85
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention grow random,0,0,0,158
0,haha dont angry take practice real thing,0,0,0,83
0,really good dhanush rocks,0,0,0,39
0,get door,0,0,0,22
0,students solved cat question xam lt gt lt gt lt gt tell answer brilliant thing got answr,0,0,0,183
0,ok thanx take care,0,0,0,29
0,dunno leh cant remember mayb lor wat time meeting tmr,0,0,0,63
0,short cute good person dont try prove,0,0,0,62
0,finish liao,0,0,0,17
0,many days since,0,0,0,28
0,ok great thanx lot,0,0,0,28
0,put party days week study lightly think need draw custom checkboxes know hardcore,0,0,0,126
1,recieve tone within next hrs terms conditions please see channel teletext pg,0,0,0,111
0,nothing got msg frm tht unknown,0,0,0,39
0,yup havent want go yoga call book,0,0,0,87
0,ugh hopefully asus ppl dont randomly reformat,0,0,0,55
1,winner valued network customer selected receivea prize reward claim call claim code kl,0,0,1,136
1,thanks ringtone order reference number mobile charged tone arrive please call customer services,0,0,1,157
0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx,0,0,0,118
0,ask say please message,0,0,0,45
0,gr handle victoria island traffic plus album due,0,0,0,80
0,pls make note exposed also find school anyone else vomiting dog cat house let know later,0,0,0,166
0,number vivek,0,0,0,28
0,talking thats de wont,0,0,0,51
1,specialist placing people bpos hv al major client hiring collection cce tse top bpos good sal inc dayshift av tanvi,0,0,1,157
0,tot group mate lucky havent reply wat time need leave,0,0,0,82
0,go home first lar wait lor put stuff first,0,0,0,68
0,still grand prix,0,0,0,24
0,yup thk cine better cos need go plaza mah,0,0,0,59
0,said kiss kiss sound effects gorgeous man kind person needs smile brighten day,0,0,0,133
0,see,0,0,0,14
0,tomarrow want got court lt decimal gt come bus stand,0,0,0,85
0,good afternoon love good see words ym get tm smart move slave smiles drink coffee await,0,0,0,153
1,cashbin co uk get lots cash weekend dear welcome weekend got biggest best ever cash give away,0,0,0,155
0,anything lor,0,0,0,17
1,private account statement shows un redeemed points call identifier code expires,0,0,1,136
0,still area restaurant ill try come back soon,0,0,0,62
0,quite know still get hold anyone cud pick bout pm see pub,0,0,0,132
0,many times lose best ones bcoz,0,0,0,44
1,urgent important information user today lucky day find log onto fantastic surprise awaiting,0,0,0,163
0,get ten billion calls texts help god,0,0,0,79
0,took mr owl licks,0,0,0,22
0,watever relation built dis world thing remains atlast iz lonlines lotz lot memories feeling,0,0,0,120
1,new textbuddy chat guys ur area free receive search postcode gaytextbuddy com txt one name,0,1,0,125
0,come medical college pm forward da,0,0,0,50
0,honeybee said sweetest world god laughed amp said wait havnt met person reading msg moral even god crack jokes gm gn ge gn,0,0,0,158
1,thanks ringtone order reference number mobile charged tone arrive please call customer services colour red text colour txtstar,0,0,1,197
0,xy trying smth eat already havent,0,0,0,47
0,class early tomorrow thus trying smoke lt gt,0,0,0,87
0,beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning,0,0,0,151
0,fetch yun fetch,0,0,0,23
0,yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,0,0,0,155
0,course yrs messages messenger lik sending,0,0,0,72
1,chance win gb ipod cash every wk txt pod ts cs custcare,0,0,1,114
0,reached home bathe liao call,0,0,0,56
0,shopping eh ger toking abt syd leh haha,0,0,0,44
1,secret admirer looking make contact find reveal thinks ur special call,0,0,1,132
0,tell reached,0,0,0,22
0,make fb list,0,0,0,23
0,big brother really scraped barrel shower social misfits,0,0,0,74
1,urgent important information user today lucky day find log onto fantastic surprise awaiting,1,0,0,164
1,noida hottest property express way today homes ridge residency sec bhk available sq fts query call,0,0,1,146
0,special today,0,0,0,24
1,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw mtmsgrcvd,0,0,0,147
0,sian aft meeting supervisor got work liao working,0,0,0,67
1,discount code rp stop messages reply stop customer services,0,0,1,130
1,get sauna slim belt rs vibration sauna belt rs ncr rs extra reduce fat inch free slim tea ph,0,0,1,132
0,lost kilos today,0,0,0,33
0,coming home dinner,0,0,0,29
0,sary need tim bollox hurt lot tol,0,0,0,65
0,waaaat lololo ok next time,0,0,0,34
0,time coming later,0,0,0,32
0,alright took morphine back yo,0,0,0,38
0,already back home probably,0,0,0,40
0,tot reach liao said shirt,0,0,0,36
0,free today haf pick parents tonite,0,0,0,53
